time, Susceptible, Exposed, Infected, Hospitalized, Recovered, Death
18107,1.0801238075555783e-70,7.306611339118704e-72,8.586661816010619e-72,9.216123018150282e-72,144153558.74125814,61986030.25874082
18108,1.0694305818607781e-70,7.234275886861429e-72,8.501653864032114e-72,9.124883400270593e-72,144153558.74125814,61986030.25874082
18109,1.0588432191003564e-70,7.162656555581501e-72,8.417487490778196e-72,9.034547054607915e-72,144153558.74125814,61986030.25874082
18110,1.048360671231263e-70,7.091746255681244e-72,8.334154364619492e-72,8.945105038767297e-72,144153558.74125814,61986030.25874082
18111,1.0379819005860734e-70,7.02153796775e-72,8.251646236409759e-72,8.8565484988835e-72,144153558.74125814,61986030.25874082
18112,1.0277058797702713e-70,6.952024741869275e-72,8.169954938669303e-72,8.768868668744554e-72,144153558.74125814,61986030.25874082
18113,1.0175315915605456e-70,6.88319969692477e-72,8.089072384776477e-72,8.682056868923983e-72,144153558.74125814,61986030.25874082
18114,1.0074580288040963e-70,6.815056019925214e-72,8.00899056816719e-72,8.596104505921636e-72,144153558.74125814,61986030.25874082
18115,9.974841943189357e-71,6.747586965327954e-72,7.929701561542335e-72,8.511003071313012e-72,144153558.74125814,61986030.25874082
18116,9.876091007951782e-71,6.680785854371208e-72,7.851197516083065e-72,8.426744140907014e-72,144153558.74125814,61986030.25874082
18117,9.77831770697306e-71,6.614646074412933e-72,7.773470660673843e-72,8.343319373912035e-72,144153558.74125814,61986030.25874082
18118,9.681512361674026e-71,6.549161078276245e-72,7.696513301133172e-72,8.260720512110306e-72,144153558.74125814,61986030.25874082
18119,9.585665389293453e-71,6.484324383601309e-72,7.620317819451954e-72,8.178939379040414e-72,144153558.74125814,61986030.25874082
18120,9.490767301939448e-71,6.420129572203657e-72,7.54487667303938e-72,8.097967879187914e-72,144153558.74125814,61986030.25874082
18121,9.396808705650247e-71,6.356570289438841e-72,7.47018239397629e-72,8.017797997183953e-72,144153558.74125814,61986030.25874082
18122,9.30378029946431e-71,6.293640243573397e-72,7.396227588275925e-72,7.938421797011832e-72,144153558.74125814,61986030.25874082
18123,9.211672874499614e-71,6.23133320516202e-72,7.323004935151993e-72,7.859831421221415e-72,144153558.74125814,61986030.25874082
18124,9.120477313042068e-71,6.169643006430917e-72,7.250507186293988e-72,7.782019090151323e-72,144153558.74125814,61986030.25874082
18125,9.030184587642951e-71,6.108563540667251e-72,7.178727165149677e-72,7.704977101158824e-72,144153558.74125814,61986030.25874082
18126,8.940785760225285e-71,6.048088761614645e-72,7.107657766214695e-72,7.628697827857352e-72,144153558.74125814,61986030.25874082
18127,8.852271981199055e-71,5.98821268287466e-72,7.03729195432917e-72,7.553173719361564e-72,144153558.74125814,61986030.25874082
18128,8.764634488585185e-71,5.928929377314201e-72,6.967622763981312e-72,7.478397299539885e-72,144153558.74125814,61986030.25874082
18129,8.677864607148191e-71,5.87023297647879e-72,6.898643298617898e-72,7.40436116627444e-72,144153558.74125814,61986030.25874082
18130,8.591953747537424e-71,5.81211767001165e-72,6.83034672996158e-72,7.331057990728324e-72,144153558.74125814,61986030.25874082
18131,8.506893405436804e-71,5.754577705078535e-72,6.76272629733496e-72,7.258480516620114e-72,144153558.74125814,61986030.25874082
18132,8.42267516072298e-71,5.697607385798257e-72,6.695775306991344e-72,7.186621559505575e-72,144153558.74125814,61986030.25874082
18133,8.339290676631821e-71,5.641201072678855e-72,6.62948713145213e-72,7.11547400606647e-72,144153558.74125814,61986030.25874082
18134,8.256731698933166e-71,5.585353182059333e-72,6.563855208850754e-72,7.045030813406412e-72,144153558.74125814,61986030.25874082
18135,8.174990055113728e-71,5.530058185556946e-72,6.498873042283131e-72,6.975285008353688e-72,144153558.74125814,61986030.25874082
18136,8.094057653568102e-71,5.475310609519933e-72,6.434534199164529e-72,6.906229686770986e-72,144153558.74125814,61986030.25874082
18137,8.013926482797777e-71,5.421105034485685e-72,6.370832310592799e-72,6.837858012871954e-72,144153558.74125814,61986030.25874082
18138,7.934588610618079e-71,5.367436094644277e-72,6.307761070717931e-72,6.770163218544521e-72,144153558.74125814,61986030.25874082
18139,7.856036183372959e-71,5.314298477307298e-72,6.245314236117824e-72,6.703138602680931e-72,144153558.74125814,61986030.25874082
18140,7.778261425157567e-71,5.261686922381956e-72,6.183485625180257e-72,6.63677753051439e-72,144153558.74125814,61986030.25874082
18141,7.701256637048508e-71,5.209596221850374e-72,6.122269117490973e-72,6.571073432962298e-72,144153558.74125814,61986030.25874082
18142,7.625014196341729e-71,5.158021219254055e-72,6.061658653227812e-72,6.506019805975971e-72,144153558.74125814,61986030.25874082
18143,7.549526555797946e-71,5.106956809183441e-72,6.001648232560857e-72,6.441610209896809e-72,144153558.74125814,61986030.25874082
18144,7.474786242895546e-71,5.056397936772525e-72,5.942231915058504e-72,6.37783826881883e-72,144153558.74125814,61986030.25874082
18145,7.400785859090879e-71,5.006339597198478e-72,5.883403819099425e-72,6.314697669957524e-72,144153558.74125814,61986030.25874082
18146,7.32751807908588e-71,4.956776835186213e-72,5.825158121290341e-72,6.252182163024944e-72,144153558.74125814,61986030.25874082
18147,7.25497565010293e-71,4.90770474451787e-72,5.767489055889566e-72,6.190285559610997e-72,144153558.74125814,61986030.25874082
18148,7.1831513911669104e-71,4.859118467547142e-72,5.71039091423626e-72,6.129001732570848e-72,144153558.74125814,61986030.25874082
18149,7.112038192394358e-71,4.811013194718425e-72,5.65385804418532e-72,6.068324615418397e-72,144153558.74125814,61986030.25874082
18150,7.041629014289654e-71,4.763384164090712e-72,5.597884849547886e-72,6.008248201725755e-72,144153558.74125814,61986030.25874082
18151,6.971916887048186e-71,4.716226660866213e-72,5.542465789537361e-72,5.948766544528669e-72,144153558.74125814,61986030.25874082
18152,6.902894909866409e-71,4.669536016923638e-72,5.487595378220942e-72,5.889873755737835e-72,144153558.74125814,61986030.25874082
18153,6.8345562502587314e-71,4.623307610356094e-72,5.433268183976554e-72,5.831564005556031e-72,144153558.74125814,61986030.25874082
18154,6.76689414338117e-71,4.577536865013568e-72,5.379478828955186e-72,5.773831521901027e-72,144153558.74125814,61986030.25874082
18155,6.6999018913616964e-71,4.532219250049935e-72,5.326221988548529e-72,5.716670589834206e-72,144153558.74125814,61986030.25874082
18156,6.633572862637216e-71,4.48735027947444e-72,5.273492390861899e-72,5.660075550994848e-72,144153558.74125814,61986030.25874082
18157,6.5679004912971074e-71,4.442925511707643e-72,5.221284816192366e-72,5.604040803039998e-72,144153558.74125814,61986030.25874082
18158,6.502878276433266e-71,4.3989405491417375e-72,5.169594096512062e-72,5.548560799089902e-72,144153558.74125814,61986030.25874082
18159,6.4384997814965766e-71,4.3553910377052344e-72,5.118415114956592e-72,5.493630047178912e-72,144153558.74125814,61986030.25874082
18160,6.374758633659761e-71,4.3122726664319526e-72,5.067742805318522e-72,5.439243109711841e-72,144153558.74125814,61986030.25874082
18161,6.311648523186529e-71,4.269581167034276e-72,5.017572151545868e-72,5.385394602925694e-72,144153558.74125814,61986030.25874082
18162,6.2491632028069824e-71,4.2273123134806366e-72,4.967898187245564e-72,5.33207919635673e-72,144153558.74125814,61986030.25874082
18163,6.187296487099193e-71,4.1854619215771785e-72,4.918715995191833e-72,5.279291612312797e-72,144153558.74125814,61986030.25874082
18164,6.126042251876911e-71,4.1440258485535644e-72,4.870020706839434e-72,5.2270266253509e-72,144153558.74125814,61986030.25874082
18165,6.06539443358333e-71,4.102999992652884e-72,4.821807501841723e-72,5.175279061759926e-72,144153558.74125814,61986030.25874082
18166,6.005347028690855e-71,4.0623802927256204e-72,4.77407160757349e-72,5.124043799048503e-72,144153558.74125814,61986030.25874082
18167,5.9458940931068156e-71,4.022162727827637e-72,4.726808298658513e-72,5.073315765437923e-72,144153558.74125814,61986030.25874082
18168,5.8870297415850585e-71,3.9823433168221435e-72,4.680012896501794e-72,5.023089939360088e-72,144153558.74125814,61986030.25874082
18169,5.828748147143367e-71,3.9429181179856044e-72,4.633680768826426e-72,4.973361348960423e-72,144153558.74125814,61986030.25874082
18170,5.771043540486648e-71,3.903883228617547e-72,4.587807329215045e-72,4.924125071605715e-72,144153558.74125814,61986030.25874082
18171,5.71391020943583e-71,3.865234784654233e-72,4.542388036655816e-72,4.875376233396818e-72,144153558.74125814,61986030.25874082
18172,5.657342498362415e-71,3.8269689602861563e-72,4.4974183950929236e-72,4.827110008686189e-72,144153558.74125814,61986030.25874082
18173,5.601334807628627e-71,3.7890819675793236e-72,4.4528939529815037e-72,4.779321619600197e-72,144153558.74125814,61986030.25874082
18174,5.545881593033104e-71,3.7515700561002884e-72,4.4088103028469867e-72,4.732006335566155e-72,144153558.74125814,61986030.25874082
18175,5.490977365262076e-71,3.7144295125448953e-72,4.3651630808488013e-72,4.68515947284405e-72,144153558.74125814,61986030.25874082
18176,5.436616689345982e-71,3.677656660370701e-72,4.321947966348398e-72,4.638776394062895e-72,144153558.74125814,61986030.25874082
18177,5.382794184121456e-71,3.641247859433031e-72,4.279160681481549e-72,4.592852507761672e-72,144153558.74125814,61986030.25874082
18178,5.329504521698654e-71,3.605199505624644e-72,4.2367969907348813e-72,4.547383267934831e-72,144153558.74125814,61986030.25874082
18179,5.276742426933837e-71,3.56950803051896e-72,4.194852700526606e-72,4.5023641735822757e-72,144153558.74125814,61986030.25874082
18180,5.224502676907192e-71,3.5341699010168226e-72,4.153323658791393e-72,4.457790768263811e-72,144153558.74125814,61986030.25874082
18181,5.172780100405811e-71,3.499181618996756e-72,4.112205754569358e-72,4.4136586396579993e-72,144153558.74125814,61986030.25874082
18182,5.121569577411794e-71,3.4645397209686884e-72,4.0714949175991216e-72,4.369963419125385e-72,144153558.74125814,61986030.25874082
18183,5.070866038595418e-71,3.4302407777310985e-72,4.0311871179148904e-72,4.326700781276044e-72,144153558.74125814,61986030.25874082
18184,5.020664464813323e-71,3.3962813940315605e-72,3.991278365447533e-72,4.283866443541411e-72,144153558.74125814,61986030.25874082
18185,4.970959886611671e-71,3.3626582082306483e-72,3.9517647096296027e-72,4.241456165750351e-72,144153558.74125814,61986030.25874082
18186,4.921747383734216e-71,3.329367891969165e-72,3.9126422390042695e-72,4.1994657497094224e-72,144153558.74125814,61986030.25874082
18187,4.873022084635247e-71,3.2964071498386703e-72,3.8739070808381274e-72,4.1578910387872995e-72,144153558.74125814,61986030.25874082
18188,4.824779165997359e-71,3.2637727190552676e-72,3.83555540073783e-72,4.1167279175033054e-72,144153558.74125814,61986030.25874082
18189,4.777013852253985e-71,3.2314613691366203e-72,3.7975834022705256e-72,4.0759723111200227e-72,144153558.74125814,61986030.25874082
18190,4.72972141511667e-71,3.199469901582168e-72,3.7599873265880476e-72,4.0356201852399347e-72,144153558.74125814,61986030.25874082
18191,4.682897173107015e-71,3.1677951495565047e-72,3.7227634520548257e-72,3.995667545406059e-72,144153558.74125814,61986030.25874082
18192,4.636536491093255e-71,3.1364339775758954e-72,3.685908093879483e-72,3.9561104367065393e-72,144153558.74125814,61986030.25874082
18193,4.590634779831432e-71,3.105383281197894e-72,3.6494176037500763e-72,3.9169449433831446e-72,144153558.74125814,61986030.25874082
18194,4.545187495511101e-71,3.074639986714035e-72,3.6132883694729507e-72,3.8781671884436516e-72,144153558.74125814,61986030.25874082
18195,4.5001901393055405e-71,3.044201050845566e-72,3.5775168146151684e-72,3.8397733332780593e-72,144153558.74125814,61986030.25874082
18196,4.455638256926416e-71,3.014063460442195e-72,3.542099398150478e-72,3.8017595772786066e-72,144153558.74125814,61986030.25874082
18197,4.4115274381828445e-71,2.984224232183817e-72,3.5070326141087884e-72,3.7641221574635486e-72,144153558.74125814,61986030.25874082
18198,4.367853316544834e-71,2.954680412285197e-72,3.4723129912291113e-72,3.7268573481046593e-72,144153558.74125814,61986030.25874082
18199,4.32461156871104e-71,2.9254290762035734e-72,3.437937092615943e-72,3.6899614603584234e-72,144153558.74125814,61986030.25874082
18200,4.2817979141808005e-71,2.896467328349158e-72,3.4039015153990455e-72,3.653430841900875e-72,144153558.74125814,61986030.25874082
18201,4.239408114830411e-71,2.8677923017985013e-72,3.370202890396595e-72,3.617261876566056e-72,144153558.74125814,61986030.25874082
18202,4.19743797449359e-71,2.8394011580106964e-72,3.3368378817816687e-72,3.581450983988052e-72,144153558.74125814,61986030.25874082
18203,4.1558833385461035e-71,2.8112910865463905e-72,3.3038031867520304e-72,3.5459946192465704e-72,144153558.74125814,61986030.25874082
18204,4.114740093494497e-71,2.783459304789581e-72,3.271095535203185e-72,3.510889272516029e-72,144153558.74125814,61986030.25874082
18205,4.0740041665689015e-71,2.755903057672164e-72,3.2387116894046736e-72,3.4761314687181206e-72,144153558.74125814,61986030.25874082
18206,4.033671525319869e-71,2.7286196174012094e-72,3.2066484436795676e-72,3.4417177671778115e-72,144153558.74125814,61986030.25874082
18207,3.993738177219203e-71,2.7016062831889376e-72,3.1749026240871396e-72,3.4076447612827514e-72,144153558.74125814,61986030.25874082
18208,3.954200169264733e-71,2.674860380985367e-72,3.143471088108677e-72,3.3739090781460523e-72,144153558.74125814,61986030.25874082
18209,3.915053587589012e-71,2.648379263213612e-72,3.1123507243364007e-72,3.3405073782724063e-72,144153558.74125814,61986030.25874082
18210,3.876294557071881e-71,2.6221603085077976e-72,3.0815384521654704e-72,3.3074363552275094e-72,144153558.74125814,61986030.25874082
18211,3.837919240956869e-71,2.5962009214535706e-72,3.051031221489032e-72,3.274692735310757e-72,144153558.74125814,61986030.25874082
18212,3.799923840471396e-71,2.57049853233118e-72,3.0208260123962906e-72,3.2422732772311803e-72,144153558.74125814,61986030.25874082
18213,3.762304594450729e-71,2.545050596861101e-72,2.9909198348735675e-72,3.2101747717865916e-72,144153558.74125814,61986030.25874082
18214,3.725057778965667e-71,2.519854595952176e-72,2.9613097285083193e-72,3.1783940415459043e-72,144153558.74125814,61986030.25874082
18215,3.688179706953907e-71,2.4949080354522496e-72,2.931992762196087e-72,3.1469279405345997e-72,144153558.74125814,61986030.25874082
18216,3.651666727855063e-71,2.470208445901272e-72,2.902966033850346e-72,3.115773353923307e-72,144153558.74125814,61986030.25874082
18217,3.615515227249298e-71,2.4457533822868497e-72,2.874226670115227e-72,3.084927197719467e-72,144153558.74125814,61986030.25874082
18218,3.57972162649953e-71,2.42154042380221e-72,2.8457718260810867e-72,3.0543864184620443e-72,144153558.74125814,61986030.25874082
18219,3.544282382397185e-71,2.397567173606568e-72,2.817598685002884e-72,3.02414799291927e-72,144153558.74125814,61986030.25874082
18220,3.5091939868114527e-71,2.373831258587863e-72,2.7897044580213554e-72,2.994208927789369e-72,144153558.74125814,61986030.25874082
18221,3.4744529663420194e-71,2.350330329127843e-72,2.762086383886944e-72,2.9645662594042546e-72,144153558.74125814,61986030.25874082
18222,3.4400558819752336e-71,2.3270620588694775e-72,2.734741728686463e-72,2.9352170534361525e-72,144153558.74125814,61986030.25874082
18223,3.405999328743679e-71,2.30402414448667e-72,2.707667785572467e-72,2.9061584046071343e-72,144153558.74125814,61986030.25874082
18224,3.3722799353891165e-71,2.281214305456252e-72,2.6808618744953e-72,2.877387436401524e-72,144153558.74125814,61986030.25874082
18225,3.3388943640287644e-71,2.258630283832235e-72,2.654321341937796e-72,2.848901300781149e-72,144153558.74125814,61986030.25874082
18226,3.3058393098248798e-71,2.236269844022296e-72,2.628043560652612e-72,2.8206971779034154e-72,144153558.74125814,61986030.25874082
18227,3.2731115006576134e-71,2.2141307725664753e-72,2.6020259294021515e-72,2.7927722758421717e-72,144153558.74125814,61986030.25874082
18228,3.240707696801103e-71,2.1922108779180672e-72,2.5762658727010704e-72,2.7651238303113344e-72,144153558.74125814,61986030.25874082
18229,3.2086246906027722e-71,2.1705079902266784e-72,2.5507608405613297e-72,2.737749104391252e-72,144153558.74125814,61986030.25874082
18230,3.1768593061658046e-71,2.1490199611234344e-72,2.5255083082397726e-72,2.7106453882577783e-72,144153558.74125814,61986030.25874082
18231,3.145408399034763e-71,2.1277446635083124e-72,2.500505775988199e-72,2.683809998914026e-72,144153558.74125814,61986030.25874082
18232,3.114268855884319e-71,2.10667999133958e-72,2.475750768805916e-72,2.6572402799247775e-72,144153558.74125814,61986030.25874082
18233,3.0834375942110645e-71,2.0858238594253182e-72,2.4512408361947374e-72,2.6309336011535223e-72,144153558.74125814,61986030.25874082
18234,3.052911562028375e-71,2.0651742032170076e-72,2.4269735519164093e-72,2.6048873585021025e-72,144153558.74125814,61986030.25874082
18235,3.022687737564294e-71,2.0447289786051594e-72,2.402946513752437e-72,2.5790989736529316e-72,144153558.74125814,61986030.25874082
18236,2.9927631289624076e-71,2.0244861617169683e-72,2.379157343266288e-72,2.5535658938137676e-72,144153558.74125814,61986030.25874082
18237,2.96313477398568e-71,2.0044437487159704e-72,2.3556036855679514e-72,2.5282855914650117e-72,144153558.74125814,61986030.25874082
18238,2.9337997397232215e-71,1.9845997556036823e-72,2.3322832090808286e-72,2.503255564109508e-72,144153558.74125814,61986030.25874082
18239,2.9047551222999618e-71,1.964952218023206e-72,2.3091936053109286e-72,2.4784733340248237e-72,144153558.74125814,61986030.25874082
18240,2.875998046589192e-71,1.9454991910647762e-72,2.2863325886183507e-72,2.453936448017978e-72,144153558.74125814,61986030.25874082
18241,2.8475256659279592e-71,1.926238749073235e-72,2.263697895991029e-72,2.4296424771826003e-72,144153558.74125814,61986030.25874082
18242,2.8193351618352723e-71,1.9071689854574098e-72,2.2412872868207178e-72,2.4055890166584927e-72,144153558.74125814,61986030.25874082
18243,2.7914237437331033e-71,1.8882880125013816e-72,2.2190985426811926e-72,2.3817736853935736e-72,144153558.74125814,61986030.25874082
18244,2.7637886486701456e-71,1.869593961177618e-72,2.1971294671086489e-72,2.358194125908177e-72,144153558.74125814,61986030.25874082
18245,2.736427141048311e-71,1.8510849809619595e-72,2.1753778853842734e-72,2.3348480040616863e-72,144153558.74125814,61986030.25874082
18246,2.709336512351933e-71,1.832759239650436e-72,2.153841644318969e-72,2.3117330088214754e-72,144153558.74125814,61986030.25874082
18247,2.682514080879649e-71,1.8146149231778968e-72,2.132518612040211e-72,2.288846852034143e-72,144153558.74125814,61986030.25874082
18248,2.6559571914789403e-71,1.7966502354384357e-72,2.1114066777810131e-72,2.266187268199005e-72,144153558.74125814,61986030.25874082
18249,2.6296632152832986e-71,1.7788633981075952e-72,2.090503751670981e-72,2.2437520142438348e-72,144153558.74125814,61986030.25874082
18250,2.603629549451994e-71,1.76125265046633e-72,2.0698077645294384e-72,2.2215388693028208e-72,144153558.74125814,61986030.25874082
18251,2.577853616912419e-71,1.7438162492267135e-72,2.049316667660597e-72,2.199545634496723e-72,144153558.74125814,61986030.25874082
18252,2.5523328661049863e-71,1.726552468359369e-72,2.0290284326507572e-72,2.1777701327152053e-72,144153558.74125814,61986030.25874082
18253,2.5270647707305468e-71,1.7094595989226113e-72,2.0089410511675148e-72,2.1562102084013248e-72,144153558.74125814,61986030.25874082
18254,2.5020468295003144e-71,1.6925359488932775e-72,1.9890525347609564e-72,2.1348637273381516e-72,144153558.74125814,61986030.25874082
18255,2.4772765658882614e-71,1.675779842999234e-72,1.9693609146668229e-72,2.113728576437504e-72,144153558.74125814,61986030.25874082
18256,2.4527515278859675e-71,1.6591896225535416e-72,1.9498642416116214e-72,2.092802663530773e-72,144153558.74125814,61986030.25874082
18257,2.4284692877598965e-71,1.6427636452902615e-72,1.9305605856196664e-72,2.0720839171618184e-72,144153558.74125814,61986030.25874082
18258,2.4044274418110735e-71,1.6265002852018879e-72,1.9114480358220318e-72,2.0515702863819164e-72,144153558.74125814,61986030.25874082
18259,2.380623610137144e-71,1.6103979323783892e-72,1.8925247002673937e-72,2.0312597405467355e-72,144153558.74125814,61986030.25874082
18260,2.3570554363967863e-71,1.594454992847843e-72,1.8737887057347466e-72,2.011150269115323e-72,144153558.74125814,61986030.25874082
18261,2.333720587576458e-71,1.5786698884186495e-72,1.8552381975479724e-72,1.9912398814510813e-72,144153558.74125814,61986030.25874082
18262,2.310616753759451e-71,1.563041056523305e-72,1.8368713393922475e-72,1.9715266066247156e-72,144153558.74125814,61986030.25874082
18263,2.2877416478972324e-71,1.5475669500637242e-72,1.8186863131322641e-72,1.952008493219131e-72,144153558.74125814,61986030.25874082
18264,2.2650930055830497e-71,1.5322460372580933e-72,1.8006813186322546e-72,1.9326836091362614e-72,144153558.74125814,61986030.25874082
18265,2.2426685848277774e-71,1.5170768014892382e-72,1.7828545735777953e-72,1.9135500414058124e-72,144153558.74125814,61986030.25874082
18266,2.2204661658379823e-71,1.5020577411544947e-72,1.7652043132993752e-72,1.8946058959958947e-72,144153558.74125814,61986030.25874082
18267,2.1984835507961864e-71,1.4871873695170652e-72,1.7477287905977114e-72,1.8758492976255354e-72,144153558.74125814,61986030.25874082
18268,2.1767185636433042e-71,1.4724642145588462e-72,1.730426275570794e-72,1.8572783895790426e-72,144153558.74125814,61986030.25874082
18269,2.1551690498632357e-71,1.4578868188347135e-72,1.7132950554426431e-72,1.83889133352221e-72,144153558.74125814,61986030.25874082
18270,2.1338328762695898e-71,1.4434537393282499e-72,1.696333434393761e-72,1.8206863093203402e-72,144153558.74125814,61986030.25874082
18271,2.1127079307945208e-71,1.4291635473089003e-72,1.679539733393263e-72,1.8026615148580689e-72,144153558.74125814,61986030.25874082
18272,2.091792122279655e-71,1.4150148281905422e-72,1.6629122900326695e-72,1.784815165860974e-72,144153558.74125814,61986030.25874082
18273,2.0710833802690866e-71,1.4010061813914557e-72,1.646449458361346e-72,1.7671454957189503e-72,144153558.74125814,61986030.25874082
18274,2.0505796548044227e-71,1.3871362201956805e-72,1.6301496087235689e-72,1.7496507553113326e-72,144153558.74125814,61986030.25874082
18275,2.030278916221859e-71,1.3734035716157433e-72,1.6140111275972056e-72,1.7323292128337504e-72,144153558.74125814,61986030.25874082
18276,2.0101791549512628e-71,1.3598068762567474e-72,1.5980324174339931e-72,1.7151791536266963e-72,144153558.74125814,61986030.25874082
18277,1.990278381317245e-71,1.3463447881818056e-72,1.5822118965013967e-72,1.698198880005792e-72,144153558.74125814,61986030.25874082
18278,1.9705746253422043e-71,1.3330159747788059e-72,1.566547998726033e-72,1.6813867110937346e-72,144153558.74125814,61986030.25874082
18279,1.9510659365513166e-71,1.3198191166284957e-72,1.5510391735386452e-72,1.6647409826539067e-72,144153558.74125814,61986030.25874082
18280,1.9317503837794587e-71,1.3067529073738737e-72,1.5356838857206126e-72,1.648260046925633e-72,144153558.74125814,61986030.25874082
18281,1.912626054980042e-71,1.2938160535908722e-72,1.5204806152519787e-72,1.6319422724610692e-72,144153558.74125814,61986030.25874082
18282,1.8936910570357394e-71,1.2810072746603224e-72,1.5054278571609841e-72,1.6157860439637046e-72,144153558.74125814,61986030.25874082
18283,1.8749435155710854e-71,1.2683253026411853e-72,1.4905241213750904e-72,1.5997897621284639e-72,144153558.74125814,61986030.25874082
18284,1.8563815747669317e-71,1.2557688821450375e-72,1.475767932573477e-72,1.583951843483392e-72,144153558.74125814,61986030.25874082
18285,1.838003397176739e-71,1.2433367702118016e-72,1.4611578300409996e-72,1.5682707202329065e-72,144153558.74125814,61986030.25874082
18286,1.8198071635446893e-71,1.2310277361867047e-72,1.4466923675235937e-72,1.5527448401026009e-72,144153558.74125814,61986030.25874082
18287,1.801791072625597e-71,1.2188405615984564e-72,1.43237011308511e-72,1.537372666185585e-72,144153558.74125814,61986030.25874082
18288,1.7839533410066035e-71,1.2067740400386317e-72,1.4181896489655675e-72,1.522152676790348e-72,144153558.74125814,61986030.25874082
18289,1.7662922029306382e-71,1.1948269770422493e-72,1.4041495714408084e-72,1.5070833652901234e-72,144153558.74125814,61986030.25874082
18290,1.7488059101216248e-71,1.182998189969531e-72,1.3902484906835443e-72,1.4921632399737513e-72,144153558.74125814,61986030.25874082
18291,1.7314927316114206e-71,1.1712865078888327e-72,1.376485030625777e-72,1.4773908238980113e-72,144153558.74125814,61986030.25874082
18292,1.7143509535684677e-71,1.1596907714607333e-72,1.362857828822582e-72,1.462764654741421e-72,144153558.74125814,61986030.25874082
18293,1.6973788791281397e-71,1.148209832823272e-72,1.3493655363172384e-72,1.448283284659481e-72,144153558.74125814,61986030.25874082
18294,1.680574828224771e-71,1.1368425554783217e-72,1.3360068175076979e-72,1.433945280141352e-72,144153558.74125814,61986030.25874082
18295,1.6639371374253458e-71,1.1255878141790863e-72,1.3227803500143716e-72,1.4197492218679528e-72,144153558.74125814,61986030.25874082
18296,1.647464159764835e-71,1.1144444948187133e-72,1.3096848245492292e-72,1.40569370457146e-72,144153558.74125814,61986030.25874082
18297,1.6311542645831631e-71,1.1034114943200079e-72,1.296718944786192e-72,1.3917773368962025e-72,144153558.74125814,61986030.25874082
18298,1.6150058373637899e-71,1.0924877205262399e-72,1.2838814272328086e-72,1.3779987412609302e-72,144153558.74125814,61986030.25874082
18299,1.5990172795738884e-71,1.0816720920930301e-72,1.2711710011032037e-72,1.364356553722447e-72,144153558.74125814,61986030.25874082
18300,1.583187008506107e-71,1.070963538381309e-72,1.258586408192282e-72,1.3508494238405946e-72,144153558.74125814,61986030.25874082
18301,1.5675134571218965e-71,1.060360999351334e-72,1.2461264027511783e-72,1.3374760145445727e-72,144153558.74125814,61986030.25874082
18302,1.5519950738963897e-71,1.0498634254577559e-72,1.2337897513639415e-72,1.3242350020005813e-72,144153558.74125814,61986030.25874082
18303,1.5366303226648154e-71,1.0394697775457241e-72,1.2215752328254386e-72,1.3111250754807756e-72,144153558.74125814,61986030.25874082
18304,1.5214176824704337e-71,1.0291790267480214e-72,1.2094816380204668e-72,1.298144937233516e-72,144153558.74125814,61986030.25874082
18305,1.5063556474139764e-71,1.018990154383216e-72,1.1975077698040642e-72,1.2852933023549041e-72,144153558.74125814,61986030.25874082
18306,1.491442726504578e-71,1.0089021518548222e-72,1.185652442883004e-72,1.2725688986615905e-72,144153558.74125814,61986030.25874082
18307,1.4766774435121827e-71,9.989140205514594e-73,1.1739144836984623e-72,1.2599704665648408e-72,144153558.74125814,61986030.25874082
18308,1.4620583368214121e-71,9.89024771748e-73,1.1622927303098476e-72,1.2474967589458488e-72,144153558.74125814,61986030.25874082
18309,1.44758395928688e-71,9.792334265076948e-73,1.1507860322797802e-72,1.235146541032285e-72,144153558.74125814,61986030.25874082
18310,1.43325287808994e-71,9.695390155852686e-73,1.1393932505602103e-72,1.2229185902760653e-72,144153558.74125814,61986030.25874082
18311,1.4190636745968494e-71,9.599405793309744e-73,1.1281132573796643e-72,1.2108116962323324e-72,144153558.74125814,61986030.25874082
18312,1.4050149442183406e-71,9.504371675955978e-73,1.1169449361316055e-72,1.1988246604396324e-72,144153558.74125814,61986030.25874082
18313,1.3911052962705791e-71,9.410278396364013e-73,1.1058871812639027e-72,1.18695629630128e-72,144153558.74125814,61986030.25874082
18314,1.3773333538375003e-71,9.31711664024001e-73,1.09493889816939e-72,1.1752054289678974e-72,144153558.74125814,61986030.25874082
18315,1.363697753634509e-71,9.224877185501634e-73,1.0840990030775131e-72,1.1635708952211152e-72,144153558.74125814,61986030.25874082
18316,1.3501971458735273e-71,9.133550901365167e-73,1.0733664229470457e-72,1.1520515433584261e-72,144153558.74125814,61986030.25874082
18317,1.3368301941293794e-71,9.043128747441651e-73,1.0627400953598698e-72,1.1406462330791777e-72,144153558.74125814,61986030.25874082
18318,1.3235955752074985e-71,8.953601772841979e-73,1.0522189684158071e-72,1.1293538353716938e-72,144153558.74125814,61986030.25874082
18319,1.3104919790129442e-71,8.864961115290843e-73,1.0418020006284906e-72,1.118173232401514e-72,144153558.74125814,61986030.25874082
18320,1.297518108420716e-71,8.777198000249464e-73,1.0314881608222685e-72,1.107103317400739e-72,144153558.74125814,61986030.25874082
18321,1.284672679147351e-71,8.690303740046994e-73,1.021276428030128e-72,1.0961429945584716e-72,144153558.74125814,61986030.25874082
