time, Susceptible, Socially_distanced, Exposed, Infectious, J, Q, Recovered, R0
14375,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14376,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14377,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14378,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14379,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14380,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14381,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14382,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14383,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14384,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14385,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14386,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14387,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14388,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14389,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14390,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14391,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14392,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14393,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14394,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14395,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14396,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14397,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14398,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14399,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14400,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14401,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14402,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14403,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14404,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14405,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14406,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14407,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14408,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14409,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14410,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14411,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14412,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14413,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14414,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14415,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14416,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14417,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14418,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14419,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14420,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14421,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14422,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14423,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14424,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14425,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14426,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14427,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14428,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14429,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14430,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14431,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14432,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14433,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14434,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14435,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14436,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14437,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14438,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14439,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14440,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14441,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14442,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14443,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14444,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14445,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14446,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14447,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14448,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14449,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14450,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14451,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14452,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14453,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14454,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14455,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14456,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14457,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14458,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14459,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14460,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14461,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14462,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14463,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14464,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14465,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14466,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14467,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14468,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14469,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14470,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14471,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14472,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14473,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14474,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14475,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14476,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14477,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14478,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14479,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14480,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14481,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14482,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14483,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14484,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14485,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14486,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14487,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14488,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14489,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14490,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14491,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14492,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14493,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14494,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14495,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14496,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14497,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14498,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14499,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14500,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14501,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14502,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14503,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14504,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14505,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14506,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14507,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14508,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14509,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14510,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14511,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14512,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14513,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14514,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14515,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14516,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14517,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14518,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14519,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14520,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14521,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14522,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14523,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14524,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14525,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14526,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14527,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14528,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14529,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14530,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14531,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14532,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14533,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14534,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14535,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14536,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14537,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14538,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14539,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14540,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14541,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14542,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14543,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14544,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14545,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14546,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14547,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14548,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14549,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14550,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14551,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14552,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14553,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14554,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14555,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14556,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14557,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14558,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14559,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14560,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14561,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14562,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14563,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14564,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14565,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14566,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14567,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14568,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14569,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14570,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14571,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14572,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14573,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14574,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14575,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14576,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14577,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14578,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14579,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14580,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14581,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14582,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14583,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14584,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14585,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14586,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14587,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14588,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14589,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14590,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14591,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14592,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14593,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14594,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14595,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14596,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14597,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14598,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14599,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14600,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14601,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14602,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14603,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14604,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14605,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14606,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14607,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14608,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14609,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14610,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14611,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14612,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14613,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14614,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14615,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14616,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14617,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14618,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14619,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14620,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14621,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14622,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14623,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14624,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14625,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14626,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14627,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14628,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14629,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14630,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14631,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14632,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14633,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14634,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14635,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14636,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14637,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
