time, Susceptible, Socially_distanced, Exposed, Infectious, J, Q, Recovered, R0
184,3.517851850729827e-48,185206049.11013284,3.947764486274037e-07,6.579607474969245e-07,4.785169072117411e-07,1894.7343139477562,154602797.0156847,1.0195788231247695e-55
185,1.7547206852625508e-48,185206049.11013284,3.3309262852937185e-07,5.551543807207252e-07,4.0374864048010165e-07,1795.0114555581854,154602896.73854333,5.097894115623847e-56
186,8.752627495241126e-49,185206049.11013284,2.810469053216575e-07,4.684115087482583e-07,3.406629154202321e-07,1700.5371686254184,154602991.21283045,2.5489470578119236e-56
187,4.365850856712752e-49,185206049.11013284,2.3713332636514855e-07,3.952222105177027e-07,2.874343348971806e-07,1611.0352125523068,154603080.7147867,1.2744735289059618e-56
188,2.1777064902422616e-49,185206049.11013284,2.0008124412059408e-07,3.3346874013283146e-07,2.4252272007801597e-07,1526.2438857195868,154603165.50611368,6.372367644529809e-57
189,1.0862500147826953e-49,185206049.11013284,1.6881854972675125e-07,2.8136424949346645e-07,2.0462854507221585e-07,1445.9152602766594,154603245.83473924,3.1861838222649046e-57
190,5.418265041236764e-50,185206049.11013284,1.4244065133194636e-07,2.3740108551490472e-07,1.7265533490947455e-07,1369.814457206518,154603321.9355424,1.5930919111324523e-57
191,2.7026555265880877e-50,185206049.11013284,1.2018429956132975e-07,2.0030716590679516e-07,1.4567793883346346e-07,1297.718959545134,154603394.03104016,7.965459555662261e-58
192,1.3480970088775605e-50,185206049.11013284,1.0140550275487197e-07,1.6900917123655413e-07,1.2291576089343052e-07,1229.4179617471766,154603462.33203804,3.982729777831131e-58
193,6.72436989274368e-51,185206049.11013284,8.556089294942323e-08,1.4260148823286436e-07,1.0371017325585379e-07,1164.7117532956252,154603527.03824657,1.9913648889155653e-58
194,3.354146634602054e-51,185206049.11013284,7.219200342607585e-08,1.2032000569799565e-07,8.750545868614299e-08,1103.4111347529736,154603588.33886516,9.956824444577827e-59
195,1.6730637704140236e-51,185206049.11013284,6.09120028907515e-08,1.0152000480882108e-07,7.38327307675704e-08,1045.3368645465698,154603646.4131354,4.978412222288913e-59
196,8.345319047758589e-52,185206049.11013284,5.1394502439071577e-08,8.565750405829573e-08,6.229636658599046e-08,990.3191348705088,154603701.4308651,2.4892061111444567e-59
197,4.1626835294896036e-52,185206049.11013284,4.3364111432966644e-08,7.227351904982673e-08,5.2562559307569165e-08,938.1970751716302,154603753.55292484,1.2446030555722283e-59
198,2.07636569285365e-52,185206049.11013284,3.658846902156561e-08,6.098078169877109e-08,4.4349659416241265e-08,888.8182817678257,154603802.93171826,6.223015277861142e-60
199,1.0357007588775877e-52,185206049.11013284,3.087152073694598e-08,5.1452534558697944e-08,3.74200251328134e-08,842.0383722232729,154603849.71162784,3.111507638930571e-60
200,5.166123027516316e-53,185206049.11013284,2.604784562179817e-08,4.3413076034171265e-08,3.1573146206081185e-08,797.7205631776001,154603894.02943692,1.5557538194652854e-60
201,2.576885930291065e-53,185206049.11013284,2.1977869743392207e-08,3.6629782904034414e-08,2.663984211158341e-08,755.7352703945655,154603936.0147297,7.778769097326427e-61
202,1.2853625557044626e-53,185206049.11013284,1.8543827595987177e-08,3.090637932543084e-08,2.2477366781800307e-08,715.959729860803,154603975.79027027,3.8893845486632136e-61
203,6.411447554531422e-54,185206049.11013284,1.564635453411418e-08,2.607725755594613e-08,1.8965278222257866e-08,678.2776388267363,154604013.47236133,1.9446922743316068e-61
204,3.1980595328590243e-54,185206049.11013284,1.3201611638158841e-08,2.2002686062914938e-08,1.6001953500115465e-08,642.5788157400749,154604049.17118442,9.723461371658034e-62
205,1.5952068060639326e-54,185206049.11013284,1.1138859819696522e-08,1.8564766365648522e-08,1.3501648265786466e-08,608.7588780775457,154604082.9911221,4.861730685829017e-62
206,7.956964928159975e-55,185206049.11013284,9.398412972868941e-09,1.5664021621063973e-08,1.1392015724305363e-08,576.7189371328467,154604115.03106305,2.4308653429145085e-62
207,3.968970708204865e-55,185206049.11013284,7.929910945858169e-09,1.3216518242808751e-08,9.612013267418675e-09,546.3653088683928,154604145.38469133,1.2154326714572542e-62
208,1.9797408465178446e-55,185206049.11013284,6.69086236056783e-09,1.1151437267396902e-08,8.110136194411526e-09,517.6092399853887,154604174.1407602,6.077163357286271e-63
209,9.87503841050995e-56,185206049.11013284,5.645415116729106e-09,9.4090251943864e-09,6.8429274140549886e-09,490.36664841126543,154604201.3833518,3.0385816786431356e-63
210,4.925714584339051e-56,185206049.11013284,4.7633190047401835e-09,7.938865007778723e-09,5.773720005624095e-09,464.55787744567294,154604227.19212276,1.5192908393215678e-63
211,2.4569690929554067e-56,185206049.11013284,4.0190504102495294e-09,6.698417350324696e-09,4.871576254756728e-09,440.10746284615595,154604251.64253736,7.596454196607839e-64
212,1.2255474856239844e-56,185206049.11013284,3.3910737836480405e-09,5.651789639345011e-09,4.1103924649595385e-09,416.9439121724783,154604274.80608803,3.7982270983039195e-64
213,6.113087233476773e-57,185206049.11013284,2.8612185049530344e-09,4.768697508203765e-09,3.468143642316022e-09,394.9994957444031,154604296.75050446,1.8991135491519597e-64
214,3.0492360322594885e-57,185206049.11013284,2.414153113554123e-09,4.023588522551735e-09,2.926246198208952e-09,374.2100486016949,154604317.53995162,9.495567745759799e-65
215,1.520972959376781e-57,185206049.11013284,2.036941689561291e-09,3.394902815906633e-09,2.46902022974241e-09,354.51478288727935,154604337.23521733,4.747783872879899e-65
216,7.586683086127515e-58,185206049.11013284,1.7186695505673395e-09,2.8644492509239266e-09,2.083235818847863e-09,335.85611010497286,154604355.8938901,2.3738919364399497e-65
217,3.784272422102601e-58,185206049.11013284,1.4501274332911926e-09,2.4168790554690917e-09,1.757730222154913e-09,318.1794727320685,154604373.5705275,1.1869459682199748e-65
218,1.887612491797919e-58,185206049.11013284,1.2235450218394438e-09,2.0392417030535676e-09,1.4830848749447296e-09,301.4331846944175,154604390.31681553,5.934729841099874e-66
219,9.415497939262642e-59,185206049.11013284,1.0323661121770307e-09,1.7206101869525888e-09,1.2513528632357566e-09,285.5682802375581,154604406.18172,2.967364920549937e-66
220,4.696493683394727e-59,185206049.11013284,8.710589071493696e-10,1.4517648452421027e-09,1.0558289783560255e-09,270.5383707519965,154604421.21162948,1.4836824602749686e-66
221,2.342632653148233e-59,185206049.11013284,7.349559529072806e-10,1.224926588173666e-09,8.908557004885385e-10,256.2995091339983,154604435.4504911,7.418412301374843e-67
222,1.1685159435005433e-59,185206049.11013284,6.20119085265518e-10,1.0335318087720122e-09,7.516594972876857e-10,242.8100612852859,154604448.93993896,3.7092061506874214e-67
223,5.828611277914111e-60,185206049.11013284,5.232254781927809e-10,8.720424636517463e-10,6.342127008368459e-10,230.03058437590985,154604461.71941587,1.8546030753437107e-67
224,2.9073381170354366e-60,185206049.11013284,4.4147149722515883e-10,7.357858287064317e-10,5.351169663313595e-10,217.92371151433696,154604473.82628873,9.273015376718553e-68
225,1.450193626532614e-60,185206049.11013284,3.724915757837278e-10,6.208192929712549e-10,4.5150494034228767e-10,206.45404248753414,154604485.29595774,4.636507688359277e-68
226,7.2336325180515e-61,185206049.11013284,3.142897670675203e-10,5.238162784446486e-10,3.8095729341395753e-10,195.5880402515739,154604496.16195998,2.3182538441796384e-68
227,3.608169174713671e-61,185206049.11013284,2.6518199096322027e-10,4.419699849377865e-10,3.2143271631814094e-10,185.2939328701026,154604506.45606735,1.1591269220898192e-68
228,1.799771381925383e-61,185206049.11013284,2.237473048752171e-10,3.7291217479134305e-10,2.7120885439351707e-10,175.54162061394211,154604516.2083796,5.795634610449096e-69
229,8.977342442527379e-62,185206049.11013284,1.8878678848846443e-10,3.1464464748026e-10,2.288324708945943e-10,166.30258795018602,154604525.44741225,2.897817305224548e-69
230,4.477939706107892e-62,185206049.11013284,1.5928885278714187e-10,2.6548142131151757e-10,1.9307739731736215e-10,157.54982016344854,154604534.20018005,1.448908652612274e-69
231,2.2336169239292645e-62,185206049.11013284,1.3439996953915094e-10,2.239999492316291e-10,1.6290905398656048e-10,149.25772436546885,154604542.49227586,7.24454326306137e-70
232,1.1141383962937672e-62,185206049.11013284,1.1339997429865862e-10,1.8899995716421416e-10,1.374545143011875e-10,141.40205466210458,154604550.34794557,3.622271631530685e-70
233,5.557373571079541e-63,185206049.11013284,9.56812283144932e-11,1.5946871385732601e-10,1.1597724644164729e-10,133.95984125890465,154604557.790159,1.8111358157653425e-70
234,2.772043501172902e-63,185206049.11013284,8.073103639035363e-11,1.3455172731713408e-10,9.785580168515515e-11,126.90932329796766,154604564.84067693,9.055679078826712e-71
235,1.382708049785149e-63,185206049.11013284,6.811681195436088e-11,1.1352801992384332e-10,8.256583267186109e-11,120.2298852297025,154604571.520115,4.527839539413356e-71
236,6.897011356898613e-64,185206049.11013284,5.747356008649199e-11,9.578926681075137e-11,6.966492131689138e-11,113.90199653344365,154604577.8480037,2.263919769706678e-71
237,3.44026099107327e-64,185206049.11013284,4.8493316322977614e-11,8.082219387157791e-11,5.877977736113353e-11,107.90715461066566,154604583.84284562,1.131959884853339e-71
238,1.716018007547906e-64,185206049.11013284,4.091623564751236e-11,6.819372607914868e-11,4.9595437148461243e-11,102.22783068381791,154604589.52216956,5.659799424266695e-72
239,8.559576758477303e-65,185206049.11013284,3.452307382758855e-11,5.7538456379285313e-11,4.184615009401779e-11,96.84741854258914,154604594.9025817,2.8298997121333476e-72
240,4.269556261181567e-65,185206049.11013284,2.912884354202784e-11,4.8548072570024695e-11,3.5307689141830226e-11,91.75018598773696,154604599.99981424,1.4149498560666738e-72
241,2.1296743030361673e-65,185206049.11013284,2.457746173858599e-11,4.096243623096037e-11,2.979086271342129e-11,86.9212288305053,154604604.8287714,7.074749280333369e-73
242,1.0622913388562342e-65,185206049.11013284,2.073723334193193e-11,3.456205556987434e-11,2.5136040414450737e-11,82.34642731312518,154604609.40357292,3.5373746401666845e-73
243,5.298758063616484e-66,185206049.11013284,1.7497040632255067e-11,2.916173438708262e-11,2.1208534099693954e-11,78.01240482297327,154604613.7375954,1.7686873200833423e-73
244,2.6430448964189945e-66,185206049.11013284,1.4763128033465212e-11,2.4605213389101817e-11,1.7894700646617633e-11,73.90648877966949,154604617.84351146,8.843436600416711e-74
245,1.318362952340318e-66,185206049.11013284,1.2456389278236273e-11,2.0760648797055303e-11,1.509865367058427e-11,70.01667358074846,154604621.73332667,4.421718300208356e-74
246,6.576055050969313e-67,185206049.11013284,1.0510078453511856e-11,1.7516797422515896e-11,1.2739489034555961e-11,66.33158549755872,154604625.41841477,2.210859150104178e-74
247,3.280166509276728e-67,185206049.11013284,8.867878695150629e-12,1.477979782524815e-11,1.0748943872906955e-11,62.84044941874621,154604628.90955085,1.105429575052089e-74
248,1.6361621435931745e-67,185206049.11013284,7.482272649033344e-12,1.2470454415053398e-11,9.069421392765515e-12,59.53305734408073,154604632.2169429,5.527147875260445e-75
249,8.16125203570136e-68,185206049.11013284,6.313167547621884e-12,1.0521945912701509e-11,7.652324300146107e-12,56.39973853650207,154604635.35026172,2.7635739376302223e-75
250,4.070870057167202e-68,185206049.11013284,5.326735118305965e-12,8.87789186384205e-12,6.456648628248431e-12,53.43133124511105,154604638.31866902,1.3817869688151111e-75
251,2.0305687105172634e-68,185206049.11013284,4.494432756070658e-12,7.490721260116845e-12,5.447797280084728e-12,50.619155916424226,154604641.13084435,6.908934844075556e-76
252,1.0128570134220793e-68,185206049.11013284,3.7921776379346175e-12,6.320296063223674e-12,4.596578955071575e-12,47.95498981556252,154604643.79501045,3.454467422037778e-76
253,5.052177374371949e-69,185206049.11013284,3.1996498820073337e-12,5.332749803345039e-12,3.878363493341706e-12,45.43104298316679,154604646.31895727,1.727233711018889e-76
254,2.52004931435265e-69,185206049.11013284,2.6997045879436876e-12,4.499507646572425e-12,3.2723691975071128e-12,43.0399354577389,154604648.7100648,8.636168555094445e-77
255,1.2570121902259478e-69,185206049.11013284,2.2778757460774865e-12,3.79645957679552e-12,2.7610615103966627e-12,40.77467569680691,154604650.97532457,4.318084277547222e-77
256,6.270034627407778e-70,185206049.11013284,1.9219576607528793e-12,3.203262767921247e-12,2.3296456493972113e-12,38.62864013381845,154604653.12136012,2.159042138773611e-77
257,3.1275221143102856e-70,185206049.11013284,1.6216517762602419e-12,2.702752960433573e-12,1.9656385166789173e-12,36.59555381098706,154604655.15444645,1.0795210693868056e-77
258,1.560022417219696e-70,185206049.11013284,1.3682686862195792e-12,2.2804478103658425e-12,1.6585074984478519e-12,34.66947203146241,154604657.08052823,5.397605346934028e-78
259,7.781463578123037e-71,185206049.11013284,1.1544767039977698e-12,1.9241278399961913e-12,1.3993657018153867e-12,32.84476297717575,154604658.9052373,2.698802673467014e-78
260,3.88142982750023e-71,185206049.11013284,9.740897189981182e-13,1.6234828649967951e-12,1.1807148109067412e-12,31.116091241535617,154604660.63390902,1.349401336733507e-78
261,1.9360750525343214e-71,185206049.11013284,8.218882004046622e-13,1.3698136673410522e-12,9.962281217025693e-13,29.478402228823807,154604662.27159804,6.747006683667535e-79
262,9.65723142149361e-72,185206049.11013284,6.934681690914338e-13,1.1557802818190176e-12,8.405674776865477e-13,27.926907374675682,154604663.8230929,3.3735033418337674e-79
263,4.817071456305552e-72,185206049.11013284,5.851137676708972e-13,9.751896127847997e-13,7.092288092980282e-13,26.457070144430013,154604665.29293013,1.6867516709168837e-79
264,2.4027774009339087e-72,185206049.11013284,4.936897414723196e-13,8.228162357871775e-13,5.984118078452141e-13,25.064592768407735,154604666.6854075,8.433758354584419e-80
265,1.198516420361878e-72,185206049.11013284,4.1655071936726964e-13,6.942511989454331e-13,5.049099628694015e-13,23.745403675333943,154604668.0045966,4.216879177292209e-80
266,5.978255036520385e-73,185206049.11013284,3.5146466946613375e-13,5.857744491102107e-13,4.26017781171059e-13,22.495645587158727,154604669.2543547,2.1084395886461046e-80
267,2.981981112189536e-73,185206049.11013284,2.9654831486205036e-13,4.942471914367414e-13,3.594525028630822e-13,21.311664240466374,154604670.43833604,1.0542197943230523e-80
268,1.4874258958732565e-73,185206049.11013284,2.50212640664855e-13,4.170210677747514e-13,3.0328804929072645e-13,20.18999770149464,154604671.5600026,5.271098971615262e-81
269,7.419348790207013e-74,185206049.11013284,2.111169155609714e-13,3.5186152593494714e-13,2.558992915890511e-13,19.12736624352139,154604672.62263405,2.635549485807631e-81
270,3.700805305559693e-74,185206049.11013284,1.7812989750456963e-13,2.9688316250761214e-13,2.159150272782623e-13,18.12066275702039,154604673.62933755,1.3177747429038154e-81
