time, S,E, I, J, Q, R
273,166748016.18975237,418102.5228344251,261723.20248163497,130963.96267404353,1253478.8321442003,37327304.29011302
274,166682851.06502542,417939.1283685014,261620.92105410516,130912.7819574305,1252988.2433683695,37393276.86022587
275,166617711.4068292,417775.797757135,261518.6795981572,130861.62124224154,1252497.884696118,37459223.60987684
276,166552597.20521143,417612.53097537154,261416.47809817025,130810.48052066007,1252007.7540174432,37525144.55117664
277,166487508.45022362,417449.3279982664,261314.3165385295,130759.35978487259,1251517.8493294867,37591039.696124926
278,166422445.1319213,417286.18880088464,261212.19490362625,130708.25902706868,1251028.1687308974,37656909.05661595
279,166357407.24036375,417123.1133583013,261110.11317785791,130657.1782394409,1250538.7104164897,37722752.64444389
280,166292394.7656142,416960.10164560087,261008.071345628,130606.11741418493,1250049.4726721845,37788570.47130792
281,166227407.6977398,416797.1536378778,260906.06939134613,130555.07654349947,1249560.4538702145,37854362.54881698
282,166162446.02681154,416634.2693102361,260804.107299428,130504.05561958626,1249071.6524645844,37920128.88849436
283,166097509.74290428,416471.44863778964,260702.18505429538,130453.05463465012,1248583.0669867678,37985869.50178197
284,166032598.83609673,416308.691595662,260600.30264037615,130402.0735808989,1248094.6960416315,38051584.400044434
285,165967713.2964716,416145.9981589864,260498.4600421043,130351.11245054349,1247606.538303574,38117273.59457294
286,165902853.11411533,415983.3683029059,260396.65724391985,130300.17123579781,1247118.5925128683,38182937.09658892
287,165838018.27911833,415820.8020025731,260294.89423026892,130249.24992887887,1246630.8574721953,38248574.91724749
288,165773208.78157485,415658.2992331505,260193.17098560373,130198.34852200667,1246143.3320433614,38314187.06764076
289,165708424.611583,415495.8599698102,260091.48749438257,130147.46700740427,1245656.0151441877,38379773.558800936
290,165643665.7592448,415333.48418773396,259989.84374106978,130096.60537729778,1245168.9057455643,38445334.40170326
291,165578932.2146661,415171.1718621134,259888.23971013576,130045.76362391634,1244682.0028686572,38510869.60726882
292,165514223.9679566,415008.9229681497,259786.67538605703,129994.94173949212,1244195.3055822651,38576379.18636717
293,165449541.00922993,414846.73748105374,259685.15075331618,129944.13971626031,1243708.813000313,38641863.14981887
294,165384883.32860354,414684.61537604616,259583.6657964018,129893.3575464592,1243222.5242794794,38707321.50839783
295,165320250.91619873,414522.5566283572,259482.22049980855,129842.59522233004,1242736.438616947,38772754.27283359
296,165255643.7621407,414360.5612132269,259380.81484803723,129791.85273611716,1242250.5552482728,38838161.45381343
297,165191061.85655844,414198.6291059047,259279.44882559462,129741.13008006789,1241764.8734453698,38903543.0619844
298,165126505.1895849,414036.7602816502,259178.12241699357,129690.4272464326,1241279.3925145948,38968899.10795521
299,165061973.7513568,413874.95471573214,259076.835606753,129639.74422746469,1240794.1117949376,39034229.60229808
300,164997467.5320148,413713.2123834292,258975.5883793979,129589.0810154206,1240309.030656305,39099534.55555045
301,164932986.52170327,413551.5332600298,258874.38071945924,129538.43760255977,1239824.148497894,39164813.97821657
302,164868530.7105706,413389.9173208318,258773.2126114741,129487.81398114469,1239339.464746653,39230067.8807691
303,164804100.0887689,413228.36454114283,258672.08403998555,129437.21014344087,1238854.9788558227,39295296.2736505
304,164739694.64645422,413066.8748962802,258570.99498954273,129386.62608171682,1238370.6903035524,39360499.16727449
305,164675314.3737864,412905.4483615707,258469.94544470083,129336.06178824409,1237886.5985915924,39425676.57202731
306,164610959.2609291,412744.084912351,258368.93539002104,129285.51725529725,1237402.7032440517,39490828.49826898
307,164546629.29804993,412582.78452396725,258267.9648100706,129234.99247515388,1236919.0038062239,39555954.95633446
308,164482324.47532025,412421.54717177525,258167.03368942282,129184.48744009458,1236435.4998434733,39621055.95653479
309,164418044.7829153,412260.3728311405,258066.14201265702,129134.002142403,1235952.1909401799,39686131.50915813
310,164353790.21101412,412099.2614774381,257965.2897643585,129083.53657436575,1235469.0766987402,39751181.62447077
311,164289560.74979967,411938.2130860527,257864.47692911857,129033.0907282725,1234986.156738621,39816206.31271807
312,164225356.38945866,411777.22763237864,257763.70349153466,128982.66459641588,1234503.4306954613,39881205.58412537
313,164161177.12018165,411616.3050918199,257662.96943621017,128932.25817109161,1234020.8982202238,39946179.448898815
314,164097022.9321631,411455.44543979,257562.2747477545,128881.87144459835,1233538.5589783895,40011127.917226195
315,164032893.8156012,411294.64865171217,257461.61941078305,128831.5044092378,1233056.4126491945,40076050.99927769
316,163968789.76069805,411133.9147030191,257361.00340991732,128781.15705731466,1232574.4589249084,40140948.705206595
317,163904710.75765958,410973.2435691531,257260.42672978473,128730.82938113666,1232092.6975101496,40205821.04515001
318,163840656.7966955,410812.63522556634,257159.88935501873,128680.52137301452,1231611.1281212363,40270668.02922949
319,163776627.86801934,410652.0896477202,257059.39127025878,128630.23302526194,1231129.7504855732,40335489.66755166
320,163712623.96184853,410491.6068110859,256958.93246015036,128579.96433019567,1230648.5643410687,40400285.970208794
321,163648645.06840423,410331.18669114413,256858.51290934495,128529.71528013542,1230167.569435584,40465056.94727938
322,163584691.1779115,410170.82926338527,256758.13260249997,128479.48586740394,1229686.7655264104,40529802.60882862
323,163520762.28059918,410010.5345033091,256657.79152427893,128429.27608432696,1229206.152379775,40594522.96490896
324,163456858.3666999,409850.3023864252,256557.48965935124,128379.08592323321,1228725.7297703712,40659218.02556053
325,163392979.4264502,409690.1328882526,256457.22699239236,128328.91537645442,1228245.4974809156,40723887.8008116
326,163329125.45009035,409530.02598431986,256357.00350808376,128278.76443632529,1227765.4553017262,40788532.30067902
327,163265296.42786446,409369.98165016517,256256.8191911128,128228.63309518358,1227285.6030303244,40853151.53516859
328,163201492.35002044,409209.9998613363,256156.6740261729,128178.52134536998,1226805.940471057,40917745.51427545
329,163137713.20681006,409050.0805933905,256056.56799796346,128128.42917922822,1226326.467434739,40982314.24798445
330,163073958.98848882,408890.2238218946,255956.50109118986,128078.35658910498,1225847.1837383143,41046857.746270485
331,163010229.68531612,408730.429522425,255856.47329056344,128028.30356734995,1225368.0892045344,41111376.01909882
332,162946525.2875551,408570.6976705676,255756.48458080148,127978.27010631585,1224889.183661655,41175869.07642537
333,162882845.78547272,408411.02824191796,255656.5349466273,127928.25619835829,1224410.466943147,41240336.92819704
334,162819191.16933975,408251.42121208104,255556.62437277017,127878.26183583596,1223931.9388874236,41304779.58435194
335,162755561.42943078,408091.87655667134,255456.75284396528,127828.28701111051,1223453.5993375825,41369197.0548197
336,162691956.55602416,407932.394251313,255356.92034495386,127778.33171654659,1222975.4481411597,41433589.34952168
337,162628376.53940207,407772.9742716396,255257.12686048305,127728.39594451175,1222497.4851498983,41497956.47837122
338,162564821.36985046,407613.61659329425,255157.37237530597,127678.47968737665,1222019.710219528,41562298.45127384
339,162501291.0376591,407454.3211919296,255057.6568741817,127628.58293751482,1221542.123209557,41626615.27812751
340,162437785.5331216,407295.08804320777,254957.98034187529,127578.70568730283,1221064.7239830745,41690906.96882275
341,162374304.84653524,407135.9171228005,254858.34276315768,127528.84792912024,1220587.512406564,41755173.53324291
342,162310848.96820122,406976.80840638885,254758.74412280583,127479.00965534954,1220110.4883497262,41819414.98126431
343,162247417.88842446,406817.7618696636,254659.18440560263,127429.19085837623,1219633.65168531,41883631.3227564
344,162184011.59751365,406658.77748832497,254559.6635963369,127379.39153058876,1219157.0022889555,41947822.567581944
345,162120630.08578134,406499.8552380825,254460.18167980347,127329.61166437861,1218680.5400390418,42011988.72559715
346,162057273.3435438,406340.9950946555,254360.738640803,127279.85125214017,1218204.2648165447,42076129.80665184
347,161993941.36112115,406182.1970337725,254261.33446414216,127230.11028627084,1217728.1765049018,42140245.82058955
348,161930634.12883723,406023.46103117167,254161.96913463357,127180.38875917095,1217252.2749898846,42204336.777247705
349,161867351.63701966,405864.78706260066,254062.64263709576,127130.68666324386,1216776.5601594762,42268402.6864577
350,161804093.87599993,405706.1751038166,253963.35495635317,127081.00399089587,1216301.0319037572,42332443.558045045
351,161740860.83611318,405547.62513058604,253864.10607723624,127031.34073453624,1215825.6901147969,42396459.40182945
352,161677652.50769845,405389.137118685,253764.89598458126,126981.69688657718,1215350.5346865493,42460450.22762497
353,161614468.88109845,405230.711043899,253665.72466323047,126932.0724394339,1214875.5655147564,42524416.04524005
354,161551309.9466597,405072.34688202303,253566.59209803207,126882.46738552456,1214400.7824968547,42588356.86447767
355,161488175.69473255,404914.04460886156,253467.49827384014,126832.8817172703,1213926.1855318877,42652272.6951354
356,161425066.11567104,404755.8042002284,253368.44317551472,126783.31542709519,1213451.7745204235,42716163.5470055
357,161361981.19983304,404597.62563194695,253269.42678792172,126733.76850742628,1212977.549364475,42780029.429874994
358,161298920.93758014,404439.50887985,253170.449095933,126684.24095069358,1212503.5099674263,42843870.35352576
359,161235885.31927773,404281.45391977974,253071.51008442632,126634.73274933004,1212029.6562339612,42907686.32773457
360,161172874.33529496,404123.4607275879,252972.60973828533,126585.2438957716,1211555.9880699967,42971477.362273194
361,161109887.97600472,403965.5292791356,252873.74804239962,126535.77438245714,1211082.5053826196,43035243.466908455
362,161046926.2317837,403807.6595502933,252774.92498166463,126486.32420182848,1210609.208080026,43098984.65140228
363,160983989.0930123,403649.85151694104,252676.1405409818,126436.8933463304,1210136.0960714652,43162700.925511755
364,160921076.55007476,403492.1051549682,252577.3947052584,126387.48180841065,1209663.1692671848,43226392.2989892
365,160858188.593359,403334.42044027365,252478.68745940758,126338.08958051993,1209190.4275783803,43290058.78158221
366,160795325.21325672,403176.7973487656,252380.01878834845,126288.71665511186,1208717.8709171466,43353700.3830337
367,160732486.40016338,403019.2358563617,252281.38867700595,126239.36302464304,1208245.4991964316,43417317.11308197
368,160669672.1444782,402861.73593898903,252182.797110311,126190.028681573,1207773.3123299936,43480908.98146073
369,160606882.43660414,402704.29757258407,252084.24407320027,126140.71361836424,1207301.3102323595,43544475.997899145
370,160544117.26694793,402546.9207330927,251985.72955061647,126091.41782748219,1206829.4928187858,43608018.1721219
371,160481376.62592,402389.60539647023,251887.2535275081,126042.14130139521,1206357.8600052225,43671535.5138492
372,160418660.5039346,402232.3515386813,251788.81598882953,125992.88403257463,1205886.4117082767,43735028.032796845
373,160355968.89140967,402075.15913569997,251690.4169195411,125943.6460134947,1205415.1478451812,43798495.73867623
374,160293301.7787669,401918.02816350973,251592.05630460894,125894.42723663262,1204944.068333761,43861938.641194396
375,160230659.15643176,401760.95859810343,251493.7341290051,125845.22769446854,1204473.1730924058,43925356.75005407
376,160168041.01483342,401603.9504154833,251395.4503777075,125796.04737948555,1204002.4620400397,43988750.07495367
377,160105447.34440482,401447.003591661,251297.20503569988,125746.88628416965,1203531.9350960962,44052118.62558735
378,160042878.13558263,401290.1181026574,251198.99808797194,125697.7444010098,1203061.592180492,44115462.41164504
379,159980333.37880725,401133.29392450285,251100.82951951917,125648.62172249789,1202591.4332136025,44178781.442812435
380,159917813.0645228,400976.5310332372,251002.69931534294,125599.51824112874,1202121.4581162408,44242075.728771046
381,159855317.18317717,400819.8294049094,250904.6074604505,125550.4339494001,1201651.6668096345,44305345.279198214
382,159792845.725222,400663.18901557795,250806.55393985496,125501.36883981267,1201182.0592154064,44368590.10376714
383,159730398.6811126,400506.60984131065,250708.53873857527,125452.32290487007,1200712.6352555545,44431810.2121469
384,159667976.04130802,400350.09185818466,250610.56184163626,125403.29613707885,1200243.394852434,44495005.61400246
385,159605577.7962711,400193.6350422865,250512.62323406854,125354.2885289485,1199774.33792874,44558176.31899469
386,159543203.9364683,400037.23936971196,250414.72290090867,125305.30007299138,1199305.4644074913,44621322.336780414
387,159480854.45236993,399880.90481656627,250316.860827199,125256.33076172286,1198836.7742120137,44684443.677012384
388,159418529.33444995,399724.63135896396,250219.03699798774,125207.38058766117,1198368.267265927,44747540.34933933
