time, S,E, I, J, Q, R
1478,104113093.64850822,261052.26382425305,163413.11226725433,81770.46793136232,782630.6343339989,100737628.87313499
1479,104072406.25151038,260950.24459955053,163349.2504229803,81738.51203249473,782324.7822821012,100778819.95915256
1480,104031734.7551473,260848.265243961,163285.413535915,81706.56862199244,782019.0497571854,100819994.94769372
1481,103991079.15320498,260746.32574190368,163221.60159630515,81674.63769497497,781713.4367125402,100861153.84504937
1482,103950439.4394719,260644.42607780374,163157.8145944013,81642.71924656376,781407.9431014729,100902296.65750793
1483,103909815.60773896,260542.56623609253,163094.05252045783,81610.81327188222,781102.5688773089,100943423.39135537
1484,103869207.65179946,260440.74620120745,163030.3153647328,81578.91976605557,780797.3139933916,100984534.05287522
1485,103828615.56544913,260338.965957592,162966.60311748827,81547.03872421099,780492.178403083,101025628.64834855
1486,103788039.34248616,260237.2254896958,162902.91576898994,81515.17014147756,780187.1620597631,101066707.18405399
1487,103747478.97671111,260135.5247819744,162839.25330950742,81483.31401298626,779882.2649168301,101107769.66626766
1488,103706934.46192701,260033.8638188896,162775.61572931407,81451.47033386998,779577.4869277006,101148816.10126328
1489,103666405.79193929,259932.2425849092,162712.00301868704,81419.6390992635,779272.8280458092,101189846.49531211
1490,103625892.96055579,259830.661064507,162648.41516790734,81387.82030430352,778968.2882246089,101230860.85468294
1491,103585395.9615868,259729.119242163,162584.85216725973,81356.01394412859,778663.8674175707,101271859.18564212
1492,103544914.78884502,259627.61710236315,162521.31400703278,81324.22001387923,778359.5655781839,101312841.49445358
1493,103504449.43614554,259526.15462959954,162457.80067751883,81292.43850869781,778055.3826599559,101353807.78737874
1494,103463999.8973059,259424.73180837027,162394.31216901404,81260.66942372861,777751.3186164123,101394758.07067664
1495,103423566.16614604,259323.34862317957,162330.84847181838,81228.91275411782,777447.373401097,101435692.35060382
1496,103383148.23648831,259222.00505853764,162267.40957623557,81197.1684950135,777143.5469675718,101476610.6334144
1497,103342746.10215749,259120.70109896077,162203.99547257318,81165.43664156564,776839.8392694169,101517512.92536007
1498,103302359.75698076,259019.43672897128,162140.6061511425,81133.71718892612,776536.2502602304,101558399.23269004
1499,103261989.19478774,258918.2119330976,162077.24160225864,81102.01013224869,776232.7798936287,101599269.5616511
1500,103221634.40941042,258817.02669587414,162013.90181624048,81070.315466689,775929.4281232463,101640123.91848761
1501,103181295.39468321,258715.8810018414,161950.5867834107,81038.63318740463,775626.1949027358,101680962.30944146
1502,103140972.14444298,258614.7748355459,161887.29649409573,81006.96328955499,775323.0801857677,101721784.74075213
1503,103100664.65252893,258513.70818154016,161824.03093862586,80975.30576830142,775020.0839260311,101762591.21865664
1504,103060372.91278271,258412.68102438282,161760.79010733505,80943.66061880717,774717.2060772328,101803381.74938959
1505,103020096.9190484,258311.69334863848,161697.5739905611,80912.02783623735,774414.4465930979,101844156.33918312
1506,102979836.66517243,258210.74513887783,161634.3825786456,80880.40741575895,774111.8054273693,101884914.99426697
1507,102939592.14500368,258109.83637967755,161571.21586193386,80848.79935254087,773809.2825338083,101925657.72086841
1508,102899363.3523934,258008.96705562036,161508.073830775,80817.2036417539,773506.877866194,101966384.52521229
1509,102859150.28119528,257908.13715129503,161444.95647552193,80785.62027857071,773204.5913783239,102007095.41352104
1510,102818952.92526539,257807.3466512963,161381.8637865313,80754.04925816585,772902.4230240132,102047790.39201464
1511,102778771.27846219,257706.59554022498,161318.79575416353,80722.49057571575,772600.3727570954,102088469.46691065
1512,102738605.33464657,257605.88380268787,161255.7523687828,80690.94422639876,772298.4405314219,102129132.64442417
1513,102698455.08768179,257505.21142329776,161192.73362075706,80659.41020539508,771996.6263008623,102169779.93076792
1514,102658320.53143352,257404.57838667353,161129.73950045806,80627.8885078868,771694.9300193039,102210411.33215217
1515,102618201.65976983,257303.98467744002,161066.7699982613,80596.37912905792,771393.3516406524,102251026.85478477
1516,102578098.4665612,257203.4302802281,161003.82510454598,80564.88206409429,771091.8911188312,102291626.50487112
1517,102538010.94568047,257102.91517967457,160940.90480969512,80533.39730818363,770790.548407782,102332210.28861421
1518,102497939.0910029,257002.43936042234,160878.0091040955,80501.9248565156,770489.3234614643,102372778.21221462
1519,102457882.89640613,256902.00280712027,160815.13797813762,80470.46470428168,770188.2162338556,102413330.28187048
1520,102417842.35577022,256801.60550442323,160752.29142221576,80439.01684667525,769887.2266789514,102453866.50377753
1521,102377817.46297757,256701.2474369921,160689.46942672794,80407.58127889156,769586.3547507653,102494386.88412906
1522,102337808.21191303,256600.92858949373,160626.67198207596,80376.15799612776,769285.6004033287,102534891.42911595
1523,102297814.59646381,256500.64894660097,160563.89907866536,80344.74699358287,768984.963590691,102575380.14492665
1524,102257836.61051951,256400.40849299263,160501.1507069054,80313.34826645778,768684.4442669197,102615853.03774722
1525,102217874.24797212,256300.20721335357,160438.42685720915,80281.96180995525,768384.0423861003,102656310.11376126
1526,102177927.502716,256200.04509237458,160375.72751999335,80250.58761927992,768083.7579023358,102696751.37915
1527,102137996.36864795,256099.92211475247,160313.05268567853,80219.22568963829,767783.5907697476,102737176.84009223
1528,102098080.83966708,255999.83826519002,160250.40234468898,80187.87601623878,767483.5409424747,102777586.50276431
1529,102058180.90967494,255899.79352839597,160187.77648745268,80156.53859429163,767183.6083746745,102817980.37334023
1530,102018296.57257544,255799.78788908507,160125.17510440137,80125.21341900899,766883.7930205216,102858358.45799153
1531,101978427.82227488,255699.82133197802,160062.59818597056,80093.90048560483,766584.0948342092,102898720.76288734
1532,101938574.65268193,255599.89384180147,160000.0457225995,80062.59978929505,766284.5137699479,102939067.2941944
1533,101898737.05770767,255500.0054032881,159937.5177047311,80031.3113252974,765985.0497819666,102979398.05807702
1534,101858915.03126551,255400.15600117648,159875.01412281208,80000.03508883147,765685.7028245118,103019713.06069712
1535,101819108.56727129,255300.3456202112,159812.5349672929,79968.77107511876,765386.472851848,103060012.3082142
1536,101779317.6596432,255200.57424514284,159750.08022862766,79937.5192793826,765087.3598182575,103100295.80678535
1537,101739542.30230181,255100.84186072784,159687.64989727433,79906.27969684821,764788.3636780406,103140563.56256525
1538,101699782.48917007,255001.14845172866,159625.24396369446,79875.05232274269,764489.4843855152,103180815.5817062
1539,101660038.2141733,254901.4940029137,159562.86241835344,79843.83715229496,764190.7218950173,103221051.87035806
1540,101620309.47123921,254801.87849905738,159500.50525172034,79812.63418073584,763892.0761609008,103261272.43466833
1541,101580596.25429785,254702.30192493994,159438.17245426797,79781.443403298,763593.547137537,103301477.28078206
1542,101540898.55728167,254602.76426534768,159375.86401647283,79750.264815216,763295.1347793157,103341666.41484194
1543,101501216.37412548,254503.26550507278,159313.5799288152,79719.09841172621,762996.8390406439,103381839.84298821
1544,101461549.69876647,254403.8056289134,159251.320181779,79687.9441880669,762698.6598759468,103421997.57135877
1545,101421898.52514419,254304.3846216736,159189.08476585196,79656.80213947821,762400.5972396673,103462139.60608909
1546,101382262.84720056,254205.00246816347,159126.87367152548,79625.6722612021,762102.651086266,103502265.95331223
1547,101342642.65887988,254105.6591531989,159064.68688929465,79594.55454848241,761804.8213702216,103542376.61915888
1548,101303037.95412879,254006.35466160183,159002.52440965833,79563.44899656487,761507.10804603,103582471.6097573
1549,101263448.72689632,253907.08897820007,158940.38622311904,79532.35560069702,761209.5110682056,103622550.9312334
1550,101223874.97113384,253807.8620878274,158878.27232018305,79501.27435612827,760912.0303912801,103662614.58971068
1551,101184316.68079512,253708.67397532347,158816.18269136033,79470.2052581099,760614.6659698031,103702662.59131022
1552,101144773.84983626,253609.5246255339,158754.11732716454,79439.14830189504,760317.4177583421,103742694.94215073
1553,101105246.47221574,253510.41402331024,158692.07621811307,79408.10348273866,760020.2857114822,103782711.64834854
1554,101065734.5418944,253411.34215350993,158630.05935472704,79377.0707958976,759723.2697838261,103822712.71601756
1555,101026238.05283543,253312.30900099635,158568.0667275312,79346.05023663056,759426.3699299946,103862698.15126935
1556,100986756.9990044,253213.31455063875,158506.0983270541,79315.04180019809,759129.586104626,103902667.96021304
1557,100947291.37436919,253114.35878731235,158444.15414382788,79284.04548186256,758832.9182623762,103942622.14895539
1558,100907841.17290008,253015.44169589828,158382.23416838847,79253.06127688824,758536.3663579193,103982560.72360078
1559,100868406.38856971,252916.56326128353,158320.33839127547,79222.08918054124,758239.9303459466,104022483.69025119
1560,100828987.01535305,252817.72346836101,158258.46680303215,79191.12918808949,757943.6101811674,104062391.05500624
1561,100789583.04722746,252718.9223020296,158196.6193942055,79160.18129480278,757647.4058183086,104102282.82396314
1562,100750194.4781726,252620.15974719395,158134.79615534627,79129.24549595277,757351.3172121148,104142159.00321673
1563,100710821.30217053,252521.43578876473,158072.99707700877,79098.32178681294,757055.3443173483,104182019.59885947
1564,100671463.51320565,252422.7504116585,158011.22214975106,79067.41016265866,756759.4870887891,104221864.61698145
1565,100632121.1052647,252324.10360079762,157949.47136413492,79036.51061876709,756463.7454812349,104261694.06367034
1566,100592794.07233676,252225.49534111045,157887.74471072582,79005.62315041728,756168.1194495008,104301507.94501145
1567,100553482.40841329,252126.92561753115,157826.0421800929,78974.74775289009,755872.6089484199,104341306.26708774
1568,100514186.10748808,252028.3944149998,157764.3637628089,78943.88442146828,755577.2139328428,104381089.03597976
1569,100474905.16355728,251929.90171846244,157702.7094494504,78913.03315143636,755281.9343576379,104420856.2577657
1570,100435639.57061936,251831.44751287086,157641.07923059756,78882.19393808077,754986.7701776909,104460607.93852136
1571,100396389.32267517,251733.03178318284,157579.47309683423,78851.36677668977,754691.7213479055,104500344.08432019
1572,100357154.41372786,251634.654514362,157517.891038748,78820.55166255345,754396.7878232027,104540064.70123324
1573,100317934.83778298,251536.31569137776,157456.33304693006,78789.74859096372,754101.9695585214,104579769.7953292
1574,100278730.58884837,251438.01529920558,157394.79911197533,78758.95755721437,753807.2665088179,104619459.37267439
1575,100239541.66093424,251339.75332282664,157333.28922448237,78728.17855660102,753512.6786290662,104659133.43933275
1576,100200368.04805315,251241.52974722808,157271.80337505345,78697.4115844211,753218.205874258,104698792.00136586
1577,100161209.74421997,251143.34455740286,157210.3415542945,78666.65663597392,752923.8481994023,104738435.06483293
1578,100122066.74345194,251045.19773834985,157148.90375281507,78635.91370656059,752629.605559526,104778062.6357908
1579,100082939.03976859,250947.0892750737,157087.48996122845,78605.18279148405,752335.4779096734,104817674.72029392
1580,100043826.62719186,250849.019152585,157026.1001701516,78574.46388604914,752041.4652049063,104857271.32439443
1581,100004729.49974595,250750.98735590017,156964.7343702051,78543.75698556248,751747.5674003043,104896852.45414206
1582,99965647.65145744,250652.99387004148,156903.39255201322,78513.06208533251,751453.7844509642,104936418.11558418
1583,99926581.07635525,250555.03868003708,156842.0747062039,78482.37918066955,751160.1163120008,104975968.31476581
1584,99887529.76847062,250457.12177092093,156780.7808234087,78451.70826688575,750866.5629385461,105015503.0577296
1585,99848493.7218371,250359.24312773286,156719.51089426293,78421.04933929504,750573.1242857496,105055022.35051584
1586,99809472.93049061,250261.40273551852,156658.26490940547,78390.40239321325,750279.8003087788,105094526.19916245
1587,99770467.38846938,250163.60057932948,156597.04285947885,78359.767423958,749986.5909628181,105134014.60970502
1588,99731477.08981396,250065.83664422308,156535.8447351294,78329.14442684871,749693.4962030698,105173487.58817674
1589,99692502.02856727,249968.1109152625,156474.6705270069,78298.5333972067,749400.5159847536,105212945.14060849
1590,99653542.1987745,249870.42337751682,156413.52022576495,78267.93433035508,749107.6502631068,105252387.27302875
1591,99614597.59448323,249772.7740160609,156352.39382206072,78237.34722161878,748814.898993384,105291813.99146365
1592,99575668.2097433,249675.16281597543,156291.29130655507,78206.77206632457,748522.2621308573,105331225.30193698
1593,99536754.03860694,249577.58976234696,156230.21266991246,78176.20885980106,748229.7396308166,105370621.21047018
1594,99497855.07512866,249480.05484026784,156169.15790280106,78145.65759737865,747937.331448569,105410001.72308233
1595,99458971.3133653,249382.55803483626,156108.12699589264,78115.11827438959,747645.0375394389,105449366.84579015
1596,99420102.74737604,249285.09933115623,156047.11993986263,78084.59088616795,747352.8578587685,105488716.58460802
1597,99381249.37122236,249187.67871433764,155986.13672539016,78054.07542804963,747060.7923619173,105528050.94554795
1598,99342411.17896809,249090.29616949608,155925.17734315788,78023.57189537236,746768.8410042623,105567369.93461964
1599,99303588.16467935,248992.95168175304,155864.24178385217,77993.08028347565,746477.0037411979,105606673.5578304
1600,99264780.32242459,248895.6452362358,155803.33003816305,77962.60058770087,746185.2805281358,105645961.82118519
1601,99225987.64627458,248798.3768180775,155742.44209678413,77932.1328033912,745893.6713205054,105685234.73068666
1602,99187210.13030241,248701.146412417,155681.5779504127,77901.67692589163,745602.1760737534,105724492.29233511
1603,99148447.76858349,248603.954004399,155620.73758974968,77871.23295054899,745310.7947433437,105763734.51212846
1604,99109700.55519553,248506.79957917408,155559.9210054996,77840.80087271192,745019.527284758,105802961.39606231
1605,99070968.48421855,248409.68312189856,155499.12818837067,77810.38068773085,744728.3736534952,105842172.95012993
1606,99032251.54973492,248312.60461773453,155438.35912907467,77779.9723909581,744437.3338050714,105881369.18032221
1607,98993549.74582928,248215.5640518499,155377.61381832702,77749.5759777477,744146.4076950204,105920550.09262775
1608,98954863.06658861,248118.56140941844,155316.8922468468,77719.19144345561,743855.5952788932,105959715.69303276
1609,98916191.50610219,248021.59667561966,155256.19440535674,77688.8187834395,743564.8965122582,105998865.98752111
1610,98877535.0584616,247924.66983563884,155195.52028458312,77658.45799305894,743274.3113507013,106038000.9820744
1611,98838893.71776076,247827.78087466708,155134.8698752559,77628.10906767525,742983.8397498254,106077120.6826718
1612,98800267.47809586,247730.92977790124,155074.24316810866,77597.7720026516,742693.4816652512,106116225.09529021
1613,98761656.33356541,247634.11653054404,155013.64015387857,77567.44679335297,742403.2370526164,106155314.22590418
1614,98723060.27827026,247537.34111780388,154953.06082330644,77537.13343514613,742113.1058675763,106194388.0804859
1615,98684479.30631351,247440.60352489504,154892.5051671367,77506.83192339967,741823.0880658033,106233446.66500524
1616,98645913.41180061,247343.9037370375,154831.97317611738,77476.54225348402,741533.1836029872,106272489.98542975
1617,98607362.58883928,247247.24173945707,154771.46484100015,77446.26442077136,741243.3924348352,106311518.04772465
1618,98568826.83153956,247150.61751738528,154710.9801525403,77415.99842063572,740953.7145170716,106350530.8578528
1619,98530306.13401379,247054.0310560595,154650.51910149667,77385.74424845293,740664.1498054384,106389528.42177476
1620,98491800.49037662,246957.48234072278,154590.0816786318,77355.50189960064,740374.6982556944,106428510.74544872
1621,98453309.89474498,246860.97135662404,154529.6678747118,77325.27136945826,740085.359823616,106467477.8348306
1622,98414834.34123811,246764.49808901787,154469.27768050635,77295.05265340708,739796.1344649969,106506429.69587395
1623,98376373.82397756,246668.06252316467,154408.9110867888,77264.84574683013,739507.022135648,106545366.33453
1624,98337928.33708715,246571.66464433062,154348.5680843361,77234.65064511227,739218.0227913973,106584287.75674766
1625,98299497.87469302,246475.30443778762,154288.24866392874,77204.46734364016,738929.1363880904,106623193.96847352
1626,98261082.4309236,246378.98188881334,154227.95281635088,77174.29583780226,738640.3628815899,106662084.97565185
1627,98222681.9999096,246282.6969826912,154167.68053239025,77144.13612298886,738351.7022277758,106700960.78422455
1628,98184296.57578403,246186.4497047104,154107.4318028382,77113.98819459199,738063.1543825453,106739821.40013129
1629,98145926.15268221,246090.24004016578,154047.20661848964,77083.85204800554,737774.7193018126,106778666.82930931
1630,98107570.72474174,245994.0679743581,153987.00497014314,77053.72767862518,737486.3969415094,106817497.07769363
1631,98069230.28610252,245897.93349259373,153926.82684860082,77023.61508184837,737198.1872575847,106856312.15121686
1632,98030904.8309067,245801.8365801848,153866.67224466839,76993.51425307439,736910.0902060043,106895112.05580936
1633,97992594.35329878,245705.77722244928,153806.54114915518,76963.4251877043,736622.1057427519,106933896.79739915
1634,97954298.84742552,245609.75540471074,153746.43355287408,76933.34788114094,736334.2338238276,106972666.38191192
1635,97916018.30743594,245513.7711122986,153686.3494466416,76903.28232878899,736046.4744052492,107011420.81527106
1636,97877752.7274814,245417.8243305479,153626.28882127785,76873.2285260549,735758.8274430516,107050160.10339765
1637,97839502.10171549,245321.91504479953,153566.2516676065,76843.18646834692,735471.2928932869,107088884.25221044
1638,97801266.42429414,245226.04324040003,153506.2379764548,76813.15615107509,735183.8707120242,107127593.26762587
1639,97763045.68937553,245130.20890270168,153446.24773865362,76783.13756965124,734896.5608553499,107166287.15555808
1640,97724839.89112012,245034.41201706248,153386.28094503735,76753.13071948903,734609.3632793676,107204965.92191888
1641,97686649.02369067,244938.6525688462,153326.33758644402,76723.13559600385,734322.277940198,107243629.5726178
1642,97648473.08125222,244842.93054342232,153266.41765371524,76693.15219461292,734035.3047939789,107282278.11356202
1643,97610312.05797206,244747.24592616595,153206.52113769617,76663.18051073527,733748.4437968654,107320911.55065644
1644,97572165.9480198,244651.598702458,153146.64802923554,76633.22053979168,733461.6949050296,107359529.88980365
1645,97534034.74556732,244555.98885768506,153086.79831918573,76603.27227720473,733175.0580746607,107398133.13690391
1646,97495918.44478875,244460.41637723948,153026.9719984026,76573.3357183988,732888.5332619651,107436721.29785521
1647,97457817.03986053,244364.88124651928,152967.1690577456,76543.41085880005,732602.1204231664,107475294.37855321
1648,97419730.52496135,244269.38345092814,152907.38948807784,76513.49769383643,732315.8195145051,107513852.38489127
1649,97381658.8942722,244173.92297587552,152847.6332802659,76483.59621893767,732029.6304922388,107552395.32276046
1650,97343602.14197631,244078.49980677656,152787.90042517998,76453.70642953532,731743.5533126424,107590923.19804953
1651,97305560.26225923,243983.11392905208,152728.1909136938,76423.82832106265,731457.5879320079,107629436.01664494
1652,97267533.24930874,243887.7653281286,152668.50473668473,76393.96188895477,731171.7343066441,107667933.78443083
1653,97229521.09731491,243792.45398943836,152608.84188503365,76364.10712864857,730885.992392877,107706416.50728908
1654,97191523.80047008,243697.1798984193,152549.20234962497,76334.26403558269,730600.3621470499,107744884.19109923
1655,97153541.35296886,243601.943040515,152489.58612134674,76304.4326051976,730314.8435255229,107783336.84173855
1656,97115573.74900812,243506.74340117475,152429.99319109053,76274.61283293548,730029.4364846731,107821774.465082
1657,97077620.98278701,243411.5809658536,152370.42354975146,76244.80471424037,729744.1409808949,107860197.06700225
1658,97039683.04850695,243316.45572001213,152310.87718822822,76215.00824455805,729458.9569705996,107898604.65336967
1659,97001759.94037159,243221.36764911676,152251.35409742306,76185.22341933608,729173.8844102155,107936997.23005232
1660,96963851.65258689,243126.3167386395,152191.8542682418,76155.4502340238,728888.923256188,107975374.80291602
1661,96925958.17936106,243031.30297405802,152132.37769159378,76125.68868407235,728604.0734649795,108013737.37782425
1662,96888079.51490456,242936.32634085577,152072.9243583919,76095.93876493462,728319.3349930694,108052084.9606382
1663,96850215.65343013,242841.38682452176,152013.49425955262,76066.20047206528,728034.7077969541,108090417.55721678
1664,96812366.58915277,242746.48441055074,151954.08738599598,76036.4738009208,727750.1918331471,108128735.17341661
1665,96774532.31628972,242651.61908444308,151894.70372864555,76006.75874695939,727465.7870581787,108167037.81509204
1666,96736712.82906051,242556.7908317049,151835.3432784284,75977.05530564109,727181.4934285963,108205325.4880951
1667,96698908.1216869,242461.99963784785,151776.0060262752,75947.36347242765,726897.3109009644,108243598.19827555
1668,96661118.18839295,242367.24548838937,151716.69196312013,75917.68324278263,726613.2394318643,108281855.95148087
1669,96623343.02340493,242272.5283688525,151657.40107990094,75888.01461217135,726329.2789778943,108320098.75355622
1670,96585582.62095138,242177.84826476595,151598.1333675589,75858.35757606091,726045.4294956698,108358326.61034453
1671,96547836.97526312,242083.20516166408,151538.88881703885,75828.71212992018,725761.6909418228,108396539.5276864
1672,96510106.08057319,241988.59904508688,151479.66741928915,75799.07826921981,725478.0632730027,108434737.51142018
1673,96472389.9311169,241894.02990058006,151420.4691652617,75769.4559894322,725194.5464458757,108472920.56738192
1674,96434688.52113181,241799.4977136949,151361.2940459119,75739.84528603152,724911.1404171246,108511088.70140539
1675,96397001.84485775,241705.0024699884,151302.14205219876,75710.24615449374,724627.8451434496,108549241.91932209
1676,96359329.89653678,241610.54415502312,151243.01317508475,75680.65859029656,724344.6605815676,108587380.22696121
1677,96321672.67041321,241516.12275436733,151183.90740553592,75651.08258891947,724061.5866882122,108625503.6301497
1678,96284030.16073361,241421.7382535949,151124.82473452186,75621.51814584371,723778.6234201345,108663612.13471225
1679,96246402.3617468,241327.3906382854,151065.76515301559,75591.96525655233,723495.770734102,108701705.7464712
1680,96208789.26770383,241233.07989402395,151006.7286519938,75562.42391653007,723213.0285868992,108739784.47124667
1681,96171190.87285802,241138.80600640137,150947.7152224366,75532.89412126348,722930.3969353274,108777848.31485651
1682,96133607.1714649,241044.56896101407,150888.72485532766,75503.37586624088,722647.8757362051,108815897.28311627
1683,96096038.1577823,240950.36874346412,150829.7575416542,75473.86914695235,722365.4649463674,108853931.38183923
1684,96058483.82607023,240856.20533935918,150770.81327240693,75444.37395888972,722083.1645226664,108891950.61683641
1685,96020944.17059101,240762.07873431256,150711.89203858006,75414.89029754659,721800.9744219709,108929954.99391656
1686,95983419.18560915,240667.98891394318,150652.9938311714,75385.41815841831,721518.8946011668,108967944.51888613
1687,95945908.86539142,240573.9358638756,150594.11864118217,75355.957537002,721236.9250171566,109005919.19754936
1688,95908413.20420682,240479.91956974,150535.26645961718,75326.50842879654,720955.0656268599,109043879.03570816
1689,95870932.19632661,240385.94001717216,150476.43727748477,75297.07082930257,720673.316387213,109081824.0391622
1690,95833465.83602428,240291.99719181345,150417.63108579675,75267.64473402247,720391.6772551688,109119754.21370889
1691,95796014.11757557,240198.0910793109,150358.8478755684,75238.23013846042,720110.1481876974,109157669.56514338
1692,95758577.03525843,240104.2216653171,150300.08763781862,75208.82703812231,719828.7291417856,109195570.09925851
1693,95721154.58335304,240010.3889354903,150241.35036356977,75179.4354285158,719547.420074437,109233455.82184492
1694,95683746.75614187,239916.59287549433,150182.63604384768,75150.05530515034,719266.220942672,109271326.73869094
1695,95646353.54790957,239822.8334709986,150123.94466968175,75120.68666353708,718985.1317035276,109309182.85558267
1696,95608974.95294306,239729.11070767813,150065.27623210484,75091.32949918899,718704.1523140579,109347024.17830391
1697,95571610.96553145,239635.42457121357,150006.63072215335,75061.98380762071,718423.2827313336,109384850.71263623
1698,95534261.57996613,239541.77504729113,149948.00813086715,75032.64958434869,718142.5229124422,109422662.46435894
1699,95496926.79054068,239448.16212160265,149889.4084492896,75003.32682489113,717861.872814488,109460459.43924907
1700,95459606.59155093,239354.58577984554,149830.8316684676,74974.01552476796,717581.3323945921,109498241.64308141
1701,95422300.97729495,239261.0460077228,149772.27777945157,74944.71567950089,717300.9016098923,109536009.0816285
1702,95385009.94207302,239167.54279094297,149713.74677329537,74915.42728461334,717020.5804175431,109573761.7606606
1703,95347733.48018765,239074.07611522026,149655.23864105635,74886.15033563052,716740.3687747159,109611499.68594573
1704,95310471.5859436,238980.64596627443,149596.75337379542,74856.88482807935,716460.2666385988,109649222.86324966
1705,95273224.2536478,238887.2523298308,149538.29096257695,74827.63075748853,716180.2739663963,109686931.2983359
1706,95235991.47760949,238793.8951916203,149479.85139846877,74798.3881193885,715900.3907153303,109724624.9969657
1707,95198773.25214003,238700.57453737943,149421.43467254227,74769.15690931145,715620.6168426387,109762303.9648981
1708,95161569.5715531,238607.29035285022,149363.04077587224,74739.93712279129,715340.9523055766,109799968.20788981
1709,95124380.43016453,238514.04262378032,149304.66969953704,74710.7287553637,715061.3970614156,109837617.73169537
1710,95087205.82229242,238420.83133592294,149246.32143461844,74681.53180256611,714781.9510674439,109875252.54206702
1711,95050045.74225706,238327.65647503687,149187.99597220178,74652.34625993767,714502.6142809668,109912872.64475478
1712,95012900.18438098,238234.51802688642,149129.69330337585,74623.17212301928,714223.3866593058,109950478.04550642
1713,94975769.14298892,238141.4159772415,149071.41341923288,74594.00938735361,713944.2681597993,109988068.75006743
1714,94938652.61240783,238048.35031187758,149013.15631086865,74564.85804848502,713665.2587398024,110025644.7641811
1715,94901550.5869669,237955.3210165757,148954.92196938235,74535.71810195968,713386.3583566869,110063206.09358847
1716,94864463.06099752,237862.32807712242,148896.7103858767,74506.58954332542,713107.5669678411,110100752.7440283
1717,94827390.02883328,237769.37147930986,148838.5215514579,74477.47236813189,712828.8845306701,110138284.72123714
1718,94790331.48481001,237676.45120893576,148780.3554572356,74448.36657193041,712550.3110025956,110175802.03094928
1719,94753287.42326574,237583.5672518033,148722.2120943229,74419.2721502741,712271.8463410558,110213304.67889678
1720,94716257.83854073,237490.71959372127,148664.09145383644,74390.18909871778,711993.4905035057,110250792.67080948
1721,94679242.72497743,237397.90822050403,148605.9935268963,74361.117412818,711715.2434474169,110288266.01241493
1722,94642242.07692051,237305.13311797148,148547.91830462596,74332.05708813306,711437.1051302777,110325724.70943849
1723,94605255.88871685,237212.39427194896,148489.8657781525,74303.00812022302,711159.0755095928,110363168.76760323
1724,94568284.15471554,237119.69166826748,148431.8359386064,74273.97050464964,710881.1545428836,110400598.19263005
1725,94531326.86926788,237027.02529276352,148373.8287771216,74244.94423697641,710603.3421876882,110438012.99023758
1726,94494384.02672738,236934.3951312791,148315.8442848355,74215.92931276861,710325.6384015613,110475413.1661422
1727,94457455.62144974,236841.8011696618,148257.882452889,74186.92572759319,710048.043142074,110512798.72605807
1728,94420541.64779288,236749.24339376471,148199.9432724264,74157.93347701884,709770.5563668141,110550169.67569712
1729,94383642.10011692,236656.72178944643,148142.02673459554,74128.95255661602,709493.1780333859,110587526.02076906
1730,94346756.97278419,236564.23634257112,148084.13283054766,74099.98296195689,709215.9080994105,110624867.76698135
1731,94309886.26015922,236471.78703900846,148026.2615514375,74071.02468861536,708938.7465225252,110662194.9200392
1732,94273029.95660876,236379.3738646336,147968.4128884232,74042.07773216706,708661.6932603843,110699507.48564565
1733,94236188.05650172,236286.9968053273,147910.5868326664,74013.14208818933,708384.7482706581,110736805.46950147
1734,94199360.55420923,236194.6558469758,147852.7833753322,73984.21775226126,708107.9115110339,110774088.87730518
1735,94162547.44410464,236102.3509754708,147795.00250758912,73955.30471996368,707831.1829392153,110811357.71475314
1736,94125748.72056349,236010.08217670958,147737.24422060914,73926.40298687911,707554.5625129227,110848611.98753941
1737,94088964.37796348,235917.84943659493,147679.50850556773,73897.51254859184,707278.0501898926,110885851.70135587
1738,94052194.41068457,235825.6527410351,147621.79535364377,73868.63340068786,707001.6459278784,110923076.86189218
1739,94015438.81310888,235733.4920759439,147564.10475601954,73839.76553875487,706725.3496846498,110960287.47483575
1740,93978697.57962072,235641.36742724062,147506.4367038809,73810.90895838232,706449.1614179931,110997483.5458718
1741,93941970.70460661,235549.27878085006,147448.79118841703,73782.06365516139,706173.081085711,111034665.08068326
1742,93905258.18245524,235457.2261227025,147391.1682008206,73753.22962468496,705897.1086456227,111071832.08495092
1743,93868560.00755754,235365.20943873376,147333.56773228772,73724.40686254762,705621.244055564,111108984.56435333
1744,93831876.17430659,235273.2287148851,147275.98977401794,73695.59536434573,705345.4872733871,111146122.52456678
1745,93795206.67709766,235181.28393710332,147218.43431721424,73666.79512567735,705069.8382569607,111183245.97126539
1746,93758551.51032825,235089.37509134068,147160.90135308309,73638.00614214223,704794.29696417,111220354.91012102
1747,93721910.66839801,234997.50216355498,147103.3908728343,73609.22840934189,704518.8633529163,111257449.34680335
1748,93685284.1457088,234905.66513970945,147045.9028676812,73580.46192287952,704243.5373811179,111294529.28697982
1749,93648671.93666466,234813.86400577286,146988.4373288405,73551.70667836006,703968.3190067094,111331594.73631567
1750,93612074.0356718,234722.0987477194,146930.9942475324,73522.96267139015,703693.2081876416,111368645.70047392
1751,93575490.43713866,234630.3693515288,146873.57361498044,73494.22989757817,703418.2048818818,111405682.18511537
1752,93538921.13547583,234538.6758031862,146816.1754224117,73465.5083525342,703143.309047414,111442704.19589862
